"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B08M3G5TH3","X001VZST45","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle inkl. Vorfilter für Rohrventilator Growzelt Growbox Indoor, Schwarz","'ERF1'","DE","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","0.53","0.0","0.0073","2026-04","14.4","weeks","27.54","0.0","0.53","0.0073","0.2011","0.0","EUR","0.2011","Others","N","N","0.0","--","0.0"
"B01EWH83FU","X001W1EEP1","VIVOSUN Gartenschere 1er-Packung 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Hochwertiger Gerader Klingen und Titan-Antihaftbeschichtung Rosenschere Orange","'ERF1'","DE","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","347.97","0.0","0.0688","2026-04","14.4","weeks","27.54","0.0","346.77","0.0688","1.8953","0.0","EUR","1.8953","Others","N","N","0.0","--","1.2"
"B06Y1XVD1P","X001W1HJ2B","VIVOSUN Gartenschere 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Titan-Antihaftbeschichtung & Gebogene Klinge für Pflanzen,1 Pack Blau","'ERF1'","DE","21.6","7.0","1.5","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","345.77","0.0","0.078","2026-04","14.4","weeks","27.54","0.0","344.13","0.078","2.1496","0.0","EUR","2.1496","Others","N","N","0.0","--","1.63"
"B0C6QJVMD1","X001WOK37V","VIVOSUN AeroZesh G6 Rohrventilator 150mm Abluftventilator mit EC-Motor Ventilator Growbox Rohrlüfter 660 m³/h mit PWM-Steuerung & E12-Geschwindigkeitsregler für Growzelt Growbox Indoorbelüftung","'ERF1'","DE","33.6","26.3","22.8","centimeters","3.31","kilograms","0.0201","cubic meters","Standard-Size","5.0","0.0","0.1007","2026-04","14.4","weeks","27.54","0.0","5.0","0.1007","2.7745","0.0","EUR","2.7745","Others","N","N","0.0","--","0.0"
"B0BMV1W52R","X001WOUTQV","VIVOSUN AeroZesh T6 Rohrventilator 150mm Metall Abluftventilator 693 m³/h mit E12-Drehzahlregler, EC Motor, Leiser Rohrlüfter PWM-Gesteuert für Luftabsaugung Growzelte Gewächshaus Indoor Hydrokultur","'ERF1'","DE","33.0","26.0","25.0","centimeters","2.75","kilograms","0.0214","cubic meters","Standard-Size","12.63","0.0","0.2703","2026-04","14.4","weeks","27.54","0.0","12.6","0.2703","7.4437","0.0","EUR","7.4437","Others","N","N","0.0","--","0.03"
"B0BTM3RC2G","X001WTJDQX","VIVOSUN 2er-Pack 1/8 Zoll Verstellbarer Seilaufhänger für Grow Light, Schwerlast-Aufhänger mit verstärkten Metallzahnrädern, Ratschenhaken für Rohrventilator, Filter und andere Grow Room-Produkte","'ERF1'","DE","16.7","13.5","4.1","centimeters","0.16","kilograms","9.0E-4","cubic meters","Standard-Size","0.1","0.0","1.0E-4","2026-04","14.4","weeks","27.54","0.0","0.1","1.0E-4","0.0025","0.0","EUR","0.0025","Others","N","N","0.0","--","0.0"
"B0C2C8NP5D","X001YZNSF7","VIVOSUN Rohrventilator 150 mm Abluftventilator 688 m³/h Rohrlüfter mit E12-Geschwindigkeitsregler und EC-Motor 32dB Leiser Ventilator für Growzelte und Belüftungssysteme","'ERF1'","DE","35.6","28.1","25.7","centimeters","2.75","kilograms","0.0257","cubic meters","Standard-Size","2.87","0.0","0.0728","2026-04","14.4","weeks","27.54","0.0","2.83","0.0728","2.0062","0.0","EUR","2.0062","Others","N","N","0.0","--","0.03"
"B08228CNGT","X001Z5PF1L","VIVOSUN 3-in-1 Digitales pH-Meter mit ATC, ±0,1 pH Genauigkeit, Wasserqualitätsmesser, Messbereich 0-14 pH für Hydrokultur, Trinkwasser im Hause, Schwimmbäder und Aquarien","'ERF1'","DE","21.0","8.2","5.1","centimeters","0.17","kilograms","9.0E-4","cubic meters","Standard-Size","0.83","0.0","1.0E-4","2026-04","14.4","weeks","27.54","0.0","0.1","1.0E-4","0.0024","0.0","EUR","0.0024","Others","N","N","0.0177","FBA_NEW_SELECTION:0.0177","0.0"
"B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","'ERF1'","DE","31.1","21.2","7.1","centimeters","0.93","kilograms","0.0047","cubic meters","Standard-Size","19.7","0.0","0.0921","2026-04","14.4","weeks","27.54","0.0","19.67","0.0921","2.5356","0.0","EUR","2.5356","Others","N","N","0.0","--","0.03"
"B09TVDLD5W","X00219PQF5","VIVOSUN Grow Lampe 100W Vollspektrum Pflanzenlampe mit Samsung Dioden Grow Light für Zimmerpflanzen Sämling Vegetativ und Blüte in 60x60cm, 90x90cm Growzelt, Gewächshaus VS1000E 2 Pack","'ERF1'","DE","34.6","32.79","15.6","centimeters","3.77","kilograms","0.0177","cubic meters","Standard-Size","2.33","0.0","0.0348","2026-04","14.4","weeks","27.54","0.0","1.97","0.0348","0.9587","0.0","EUR","0.9587","Others","N","N","0.0","--","0.37"
"B07VK1LVN6","X0021OYVTR","VIVOSUN 2er-Packung 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Schwarz","'ERF1'","DE","9.3","8.0","6.4","centimeters","0.17","kilograms","5.0E-4","cubic meters","Standard-Size","4.67","0.0","0.0022","2026-04","14.4","weeks","27.54","0.0","4.67","0.0022","0.0612","0.0","EUR","0.0612","Others","N","N","0.0","--","0.0"
"B088GVCMZH","X00220G4QX","VIVOSUN Gartenschere 3er-Set 16,5cm Pflanzenschere mit Titan-Antihaftbeschichtung, Ergonomischer Griff, Scharfe Gerade Klingen, Rosenschere für Äste, Blume Obst und Gemüse, Blau","'ERF1'","DE","22.5","8.5","4.5","centimeters","0.21","kilograms","9.0E-4","cubic meters","Standard-Size","20.93","0.0","0.018","2026-04","14.4","weeks","27.54","0.0","20.9","0.018","0.4954","0.0","EUR","0.4954","Others","N","N","0.0","--","0.03"
"B0BY2JKXC7","X0022GVOSP","VIVOSUN Ranknetz für Kletterpflanzen 120x120 cm Elastisches Pflanzennetz, Scrog Netz mit 4 Haken, Grow Netz für Kletterpflanzen, Tomaten, Gurken, Gemüse und Blumen","'ERF1'","DE","20.0","18.2","3.6","centimeters","0.18","kilograms","0.0013","cubic meters","Standard-Size","0.07","0.0","1.0E-4","2026-04","14.4","weeks","27.54","0.0","0.07","1.0E-4","0.0024","0.0","EUR","0.0024","Others","N","N","0.0","--","0.0"
"B0C1Z462XW","X0022HA0MZ","VIVOSUN Temperatur- und Feuchtigkeitssensor, wasserdichte Edelstahl-Umweltüberwachungssonde für GrowHub-Controller E42/E42A, AeroLab THB1/THB1S, 3,6 m","'ERF1'","DE","19.6","12.5","2.1","centimeters","0.07","kilograms","5.0E-4","cubic meters","Standard-Size","0.27","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0038","FBA_NEW_SELECTION:0.0038","0.0"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN AeroWave D4 10cm Grow Ventilator Clip Ventilator Grow mit Haken, 3 Geschwindigkeiten, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Kühlung, 1 Pack","'ERF1'","DE","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","7.33","0.0","0.0092","2026-04","14.4","weeks","27.54","0.0","7.33","0.0092","0.2535","0.0","EUR","0.2535","Others","N","N","0.0","--","0.0"
"B01EUURUVM","X0023SZURD","VIVOSUN 10cm 7,6m Flexibler Luftkanal aus Aluminium für Belüftung, Inklusive 2 Schlauchschellen aus Edelstahl, Mehrschichtiges Schlauch Ventilationsset für Ventilatorsystem, HVAC-Lüftung","'ERF1'","DE","43.94","12.07","11.68","centimeters","0.79","kilograms","0.0062","cubic meters","Standard-Size","2.3","0.0","0.014","2026-04","14.4","weeks","27.54","0.0","2.27","0.014","0.3869","0.0","EUR","0.3869","Others","N","N","0.0","--","0.03"
"B07FKJNGSZ","X0023T25DJ","VIVOSUN 2er-Packung 10cm 2,4m Flexibler Luftkanal aus Aluminium für Belüftung, Inklusive 4 Schlauchschellen aus Edelstahl, Mehrschichtiges Schlauch Ventilationsset für Ventilatorsystem, HVAC-Lüftung","'ERF1'","DE","34.49","12.09","11.3","centimeters","0.67","kilograms","0.0047","cubic meters","Standard-Size","1.0","0.0","0.0047","2026-04","14.4","weeks","27.54","0.0","1.0","0.0047","0.1298","0.0","EUR","0.1298","Others","N","N","0.0","--","0.0"
"B07WFDCYZL","X0023T6Q1L","VIVOSUN 2er-Packung 10cm 7,6m Flexibler Luftkanal aus Aluminium für Belüftung, Inklusive 4 Schlauchschellen aus Edelstahl, Mehrschichtiges Schlauch Ventilationsset für Ventilatorsystem, HVAC-Lüftung","'ERF1'","DE","45.29","22.91","12.4","centimeters","1.55","kilograms","0.0129","cubic meters","Oversize","2.0","0.0","0.0257","2026-04","20.5","weeks","21.78","0.0","2.0","0.0257","0.5603","0.0","EUR","0.5603","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","'ERF1'","DE","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","4.57","0.0","0.0027","2026-04","14.4","weeks","27.54","0.0","4.43","0.0027","0.0754","0.0","EUR","0.0754","Others","N","N","0.0","--","0.13"
"B07RBL1XJV","X002F0MTB9","VIVOSUN Grow Room Glasses 2 Stück LED-Schutzbrille UV-Augenbrille für Indoor, Growzelte, Gewächshaus und Hydroponik mit UVA/UVB-Schutz Inkl. Brillenetui, Unisex","'ERF1'","DE","18.1","17.5","6.5","centimeters","0.24","kilograms","0.0021","cubic meters","Standard-Size","1.97","0.0","0.004","2026-04","14.4","weeks","27.54","0.0","1.93","0.004","0.1096","0.0","EUR","0.1096","Others","N","N","0.0","--","0.03"
"B0CQZD5F1D","X002GJS9L3","VIVOSUN Bypass Gartenschere 20cm, SK5 Stahlklinge mit Titanbeschichtung für präzise Schnitte, 19mm Schnittdurchmesser, ergonomische Aluminiumgriffe mit Feder, Rosenschere für Blumen, Äste & Zweige","'ERF1'","DE","26.7","8.9","3.6","centimeters","0.3","kilograms","9.0E-4","cubic meters","Standard-Size","6.0","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.1414","FBA_NEW_SELECTION:0.1414","0.0"
"B0CN32T8J9","X0023LHG9P","VIVOSUN AeroWave D4 10cm Grow Ventilator Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom,Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Weiß, 2er-Pack","'FRA1'","DE","16.1","14.1","13.5","centimeters","0.6","kilograms","0.0031","cubic meters","Standard-Size","0.33","0.03","9.0E-4","2026-04","14.4","weeks","27.54","0.0","0.3","9.0E-4","0.025","0.0","EUR","0.025","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4 2K QHD WLAN Smart Kamera für Growzelt & Indoor Pflanzen, mit Zeitraffer, Nachtsicht, SD-Karten-Speicherung, Zwei-Wege-Audio, App-Steuerung, Kompatibel mit VGrow System","'FRA1'","DE","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","0.3","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.3","2.0E-4","0.005","0.0","EUR","0.005","Others","N","N","0.0","--","0.0"
"B00VWU35F4","X001VKJMC3","VIVOSUN Pflanzsack 5er-Packung 120L aus Vliesstoff, Hochbelastbarer Verdickter Stofftopf mit Starken Griffen für Gemüse, Blumen, Früchte, Gewächshaus und Garten","'FRA3'","DE","41.5","34.7","9.6","centimeters","1.89","kilograms","0.0138","cubic meters","Oversize","4.37","0.0","0.0558","2026-04","20.5","weeks","21.78","0.0","4.03","0.0558","1.21","0.0","EUR","1.21","Others","N","N","0.0","--","0.33"
"B01EWH83FU","X001W1EEP1","VIVOSUN Gartenschere 1er-Packung 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Hochwertiger Gerader Klingen und Titan-Antihaftbeschichtung Rosenschere Orange","'FRA3'","DE","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","237.17","0.0","0.047","2026-04","14.4","weeks","27.54","0.0","236.97","0.047","1.295","0.0","EUR","1.295","Others","N","N","0.0","--","0.2"
"B06Y1XVD1P","X001W1HJ2B","VIVOSUN Gartenschere 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Titan-Antihaftbeschichtung & Gebogene Klinge für Pflanzen,1 Pack Blau","'FRA3'","DE","21.6","7.0","1.5","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","148.87","0.0","0.0336","2026-04","14.4","weeks","27.54","0.0","148.27","0.0336","0.9261","0.0","EUR","0.9261","Others","N","N","0.0","--","0.6"
"B0C6QJVMD1","X001WOK37V","VIVOSUN AeroZesh G6 Rohrventilator 150mm Abluftventilator mit EC-Motor Ventilator Growbox Rohrlüfter 660 m³/h mit PWM-Steuerung & E12-Geschwindigkeitsregler für Growzelt Growbox Indoorbelüftung","'FRA3'","DE","33.6","26.3","22.8","centimeters","3.31","kilograms","0.0201","cubic meters","Standard-Size","26.0","0.0","0.5238","2026-04","14.4","weeks","27.54","0.0","26.0","0.5238","14.4264","0.0","EUR","14.4264","Others","N","N","0.0","--","0.0"
"B0BMV1W52R","X001WOUTQV","VIVOSUN AeroZesh T6 Rohrventilator 150mm Metall Abluftventilator 693 m³/h mit E12-Drehzahlregler, EC Motor, Leiser Rohrlüfter PWM-Gesteuert für Luftabsaugung Growzelte Gewächshaus Indoor Hydrokultur","'FRA3'","DE","33.0","26.0","25.0","centimeters","2.75","kilograms","0.0214","cubic meters","Standard-Size","58.0","0.0","1.2441","2026-04","14.4","weeks","27.54","0.0","58.0","1.2441","34.2617","0.0","EUR","34.2617","Others","N","N","0.0","--","0.0"
"B0C6QG963B","X001WOUZFV","VIVOSUN AeroZesh G4 Rohrventilator 100 mm Abluftventilator 331 m³/h 3 Zyklusmodi mit PWM-Steuerung & E12-Geschwindigkeitsregler Ventilator Growbox Rohrlüfter für Growzelt Growbox Indoorbelüftung","'FRA3'","DE","32.7","24.4","19.7","centimeters","2.48","kilograms","0.0157","cubic meters","Standard-Size","38.2","0.0","0.5989","2026-04","14.4","weeks","27.54","0.0","38.1","0.5989","16.4923","0.0","EUR","16.4923","Others","N","N","0.0","--","0.1"
"B0C2436JDR","X001WTEUMP","VIVOSUN 4er-Pack 1/8 Zoll Verstellbarer Seilaufhänger für Grow Light, Schwerlast-Aufhänger mit verstärkten Metallzahnrädern, Ratschenhaken für Rohrventilator, Filter und andere Grow Room-Produkte","'FRA3'","DE","15.1","14.6","4.2","centimeters","0.3","kilograms","9.0E-4","cubic meters","Standard-Size","20.43","0.0","0.0189","2026-04","14.4","weeks","27.54","0.0","20.43","0.0189","0.521","0.0","EUR","0.521","Others","N","N","0.0","--","0.0"
"B0C2C8NP5D","X001YZNSF7","VIVOSUN Rohrventilator 150 mm Abluftventilator 688 m³/h Rohrlüfter mit E12-Geschwindigkeitsregler und EC-Motor 32dB Leiser Ventilator für Growzelte und Belüftungssysteme","'FRA3'","DE","35.6","28.1","25.7","centimeters","2.75","kilograms","0.0257","cubic meters","Standard-Size","3.8","0.0","0.096","2026-04","14.4","weeks","27.54","0.0","3.73","0.096","2.6433","0.0","EUR","2.6433","Others","N","N","0.0","--","0.07"
"B07VK287M6","X0021P5SGL","VIVOSUN 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Weiß","'FRA3'","DE","9.1","6.5","3.9","centimeters","0.09","kilograms","2.0E-4","cubic meters","Standard-Size","11.6","0.0","0.0024","2026-04","14.4","weeks","27.54","0.0","10.03","0.0023","0.0654","0.0","EUR","0.0654","Others","N","N","0.0","--","1.3"
"B087CPSL1H","X0021P8V2T","VIVOSUN Gartenschere 2er-Packung 17cm Pflanzenschere mit Ergonomischen Griffen Baumschere mit Geraden Klingen und Titan-Antihaftbeschichtung Rosenschere Orange","'FRA3'","DE","23.8","9.4","1.6","centimeters","0.14","kilograms","4.0E-4","cubic meters","Standard-Size","15.93","0.0","0.0057","2026-04","14.4","weeks","27.54","0.0","15.9","0.0057","0.1567","0.0","EUR","0.1567","Others","N","N","0.0","--","0.03"
"B087CR7H9S","X002203JR5","VIVOSUN Gartenschere 2er-Packung 17cm Pflanzenschere mit Ergonomischen Griffen Baumschere mit Gebogenen Klingen und Titan-Antihaftbeschichtung Rosenschere Blau","'FRA3'","DE","24.3","9.6","1.7","centimeters","0.14","kilograms","4.0E-4","cubic meters","Standard-Size","24.63","0.0","0.0098","2026-04","14.4","weeks","27.54","0.0","24.6","0.0098","0.2687","0.0","EUR","0.2687","Others","N","N","0.0","--","0.03"
"B088GVCMZH","X00220G4QX","VIVOSUN Gartenschere 3er-Set 16,5cm Pflanzenschere mit Titan-Antihaftbeschichtung, Ergonomischer Griff, Scharfe Gerade Klingen, Rosenschere für Äste, Blume Obst und Gemüse, Blau","'FRA3'","DE","22.5","8.5","4.5","centimeters","0.21","kilograms","9.0E-4","cubic meters","Standard-Size","3.0","0.0","0.0026","2026-04","14.4","weeks","27.54","0.0","3.0","0.0026","0.0711","0.0","EUR","0.0711","Others","N","N","0.0","--","0.0"
"B0BY2DZJ8J","X0022GVNZJ","VIVOSUN Ranknetz für Kletterpflanzen 150x150cm Scrog Netz mit 4 Haken Rankhilfe Pflanzennetz Grow Netz für Kletterpflanzen Gurke Tomaten Gemüse Früchte und Blumen","'FRA3'","DE","23.6","23.0","7.4","centimeters","0.28","kilograms","0.004","cubic meters","Standard-Size","48.87","0.0","0.1948","2026-04","14.4","weeks","27.54","0.0","48.5","0.1948","5.365","0.0","EUR","5.365","Others","N","N","0.0","--","0.37"
"B0C1Z462XW","X0022HA0MZ","VIVOSUN Temperatur- und Feuchtigkeitssensor, wasserdichte Edelstahl-Umweltüberwachungssonde für GrowHub-Controller E42/E42A, AeroLab THB1/THB1S, 3,6 m","'FRA3'","DE","19.6","12.5","2.1","centimeters","0.07","kilograms","5.0E-4","cubic meters","Standard-Size","1.0","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0142","FBA_NEW_SELECTION:0.0142","0.0"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN AeroWave D4 10cm Grow Ventilator Clip Ventilator Grow mit Haken, 3 Geschwindigkeiten, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Kühlung, 1 Pack","'FRA3'","DE","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","32.0","0.0","0.0402","2026-04","14.4","weeks","27.54","0.0","32.0","0.0402","1.1061","0.0","EUR","1.1061","Others","N","N","0.0","--","0.0"
"B0BP1Y3CRM","X00260ULXB","VIVOSUN E6 Gen2 Grow Ventilator Oszillierend Leise Klein for Growzelt, 10 Geschwindigkeiten & 2 Modi, EC-Motor, Clip Ventilator Klemmbar Mini Fan für Growbox, IP54, Timer,APP/WiFi Steuerung Schwarz","'FRA3'","DE","22.3","22.2","16.2","centimeters","1.07","kilograms","0.008","cubic meters","Standard-Size","47.63","0.0","0.382","2026-04","14.4","weeks","27.54","0.0","47.63","0.382","10.5205","0.0","EUR","10.5205","Others","N","N","0.0","--","0.0"
"B0BS2BVL3Q","X002CUA5IB","VIVOSUN GrowHub Controller E42A+ für Growzelte, Smart WiFi-Controller für Temperatur, Luftfeuchte und VPD mit Timer, Zyklus und Zeitplan, steuert Kühlung, Belüftung und Beleuchtung","'FRA3'","DE","17.7","17.7","5.3","centimeters","0.69","kilograms","0.0017","cubic meters","Standard-Size","14.07","0.0","0.0234","2026-04","14.4","weeks","27.54","0.0","14.07","0.0234","0.6432","0.0","EUR","0.6432","Others","N","N","0.0","--","0.0"
"B07RBL1XJV","X002F0MTB9","VIVOSUN Grow Room Glasses 2 Stück LED-Schutzbrille UV-Augenbrille für Indoor, Growzelte, Gewächshaus und Hydroponik mit UVA/UVB-Schutz Inkl. Brillenetui, Unisex","'FRA3'","DE","18.1","17.5","6.5","centimeters","0.24","kilograms","0.0021","cubic meters","Standard-Size","48.63","0.0","0.1001","2026-04","14.4","weeks","27.54","0.0","48.63","0.1001","2.7575","0.0","EUR","2.7575","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Aktivkohlefilter 100mm/4 Inch, Kohlefilter zur Geruchskontrolle mit Australischer Aktivkohle für Rohrventilator, Growzelt & Gewächshaus, inkl. Vorfilter","'FRA7'","DE","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","2.27","0.0","0.029","2026-04","14.4","weeks","27.54","0.0","2.23","0.029","0.7988","0.0","EUR","0.7988","Others","N","N","0.0","--","0.03"
"B01EWH83FU","X001W1EEP1","VIVOSUN Gartenschere 1er-Packung 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Hochwertiger Gerader Klingen und Titan-Antihaftbeschichtung Rosenschere Orange","'FRA7'","DE","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.27","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.23","0.0","0.0013","0.0","EUR","0.0013","Others","N","N","0.0","--","0.03"
"B06Y1XVD1P","X001W1HJ2B","VIVOSUN Gartenschere 17cm Pflanzenschere mit Ergonomischen Griffen Ernteschere Grow Schere Trimmschere mit Titan-Antihaftbeschichtung & Gebogene Klinge für Pflanzen,1 Pack Blau","'FRA7'","DE","21.6","7.0","1.5","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.43","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.13","0.0","8.0E-4","0.0","EUR","8.0E-4","Others","N","N","0.0","--","0.37"
"B0BXD9RK42","X001Z5PQDD","VIVOSUN Solar Automatische Tropfbewässerung Set mit Zeituhr, 3W Ausgang, Solarbetriebenes Bewässerungssystem für 15 Töpfe, ideal für Garten, Balkon, Terrasse und Zimmerpflanzen","'FRA7'","DE","31.1","21.2","7.1","centimeters","0.93","kilograms","0.0047","cubic meters","Standard-Size","0.03","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.03","2.0E-4","0.0043","0.0","EUR","0.0043","Others","N","N","0.0","--","0.0"
"B07VK1LVN6","X0021OYVTR","VIVOSUN 2er-Packung 30X 60X Beleuchtete Juwelierlupe mit LEC-Light, Faltbare Taschenlupe mit 2 Linsen für die Beobachtung von Schmuck, Edelsteine, Uhren, Münzen, Briefmarken, Antiquitäten, Schwarz","'FRA7'","DE","9.3","8.0","6.4","centimeters","0.17","kilograms","5.0E-4","cubic meters","Standard-Size","0.2","0.0","1.0E-4","2026-04","14.4","weeks","27.54","0.0","0.17","1.0E-4","0.0022","0.0","EUR","0.0022","Others","N","N","0.0","--","0.03"
"B0BY2JKXC7","X0022GVOSP","VIVOSUN Ranknetz für Kletterpflanzen 120x120 cm Elastisches Pflanzennetz, Scrog Netz mit 4 Haken, Grow Netz für Kletterpflanzen, Tomaten, Gurken, Gemüse und Blumen","'FRA7'","DE","20.0","18.2","3.6","centimeters","0.18","kilograms","0.0013","cubic meters","Standard-Size","0.23","0.0","3.0E-4","2026-04","14.4","weeks","27.54","0.0","0.2","3.0E-4","0.0072","0.0","EUR","0.0072","Others","N","N","0.0","--","0.03"
"B0C1Z462XW","X0022HA0MZ","VIVOSUN Temperatur- und Feuchtigkeitssensor, wasserdichte Edelstahl-Umweltüberwachungssonde für GrowHub-Controller E42/E42A, AeroLab THB1/THB1S, 3,6 m","'FRA7'","DE","19.6","12.5","2.1","centimeters","0.07","kilograms","5.0E-4","cubic meters","Standard-Size","2.1","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0298","FBA_NEW_SELECTION:0.0298","0.0"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN AeroWave D4 10cm Grow Ventilator Clip Ventilator Grow mit Haken, 3 Geschwindigkeiten, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Kühlung, 1 Pack","'FRA7'","DE","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","6.0","0.0","0.0075","2026-04","14.4","weeks","27.54","0.0","6.0","0.0075","0.2077","0.0","EUR","0.2077","Others","N","N","0.0","--","0.0"
"B0CMZFSLCL","X0023L9G3T","VIVOSUN AeroWave D4 10cm Grow Ventilator Clip Ventilator Grow mit Haken, 3 Stufen, Starker & Leiser Luftstrom, Luftstromwinkel Einstellbar für Hydrokultur, Zirkulation, Schwarz, 2er-Pack","'FRA7'","DE","16.1","14.5","13.1","centimeters","0.58","kilograms","0.0031","cubic meters","Standard-Size","1.0","0.0","0.0031","2026-04","14.4","weeks","27.54","0.0","0.17","5.0E-4","0.0843","0.0","EUR","0.0843","Others","N","N","0.0","--","0.0"
"B07FKJNGSZ","X0023T25DJ","VIVOSUN 2er-Packung 10cm 2,4m Flexibler Luftkanal aus Aluminium für Belüftung, Inklusive 4 Schlauchschellen aus Edelstahl, Mehrschichtiges Schlauch Ventilationsset für Ventilatorsystem, HVAC-Lüftung","'FRA7'","DE","34.49","12.09","11.3","centimeters","0.67","kilograms","0.0047","cubic meters","Standard-Size","0.13","0.0","5.0E-4","2026-04","14.4","weeks","27.54","0.0","0.1","5.0E-4","0.013","0.0","EUR","0.013","Others","N","N","0.0","--","0.07"
"B015F4VFGI","X0024R8AGB","VIVOSUN Digitaler Heizmatten-Thermostat-Controller, 5-42°C, 1000W für Reptilien, Setzlinge, Keimung, Inkubation und Fermentation","'FRA7'","DE","16.8","12.3","8.1","centimeters","0.48","kilograms","0.0017","cubic meters","Standard-Size","14.57","0.0","0.0244","2026-04","14.4","weeks","27.54","0.0","14.57","0.0244","0.6724","0.0","EUR","0.6724","Others","N","N","0.0","--","0.0"
